Time (ns),Current (nA),Voltage (mV),Energy (uJ),DSR
"5308626000","150100","3595","6032.0",""
"5309765000","150100","3596","6032.8",""
"5310839000","150100","3595","6033.2",""
"5312031000","150100","3596","6034.0",""
"5313169000","150100","3596","6034.3",""
"5314303000","150100","3596","6035.1",""
"5315437000","150100","3596","6035.9",""
"5316511000","150100","3597","6036.3",""
"5317702000","150100","3596","6036.7",""
"5318840000","150100","3596","6037.5",""
"5319974000","150100","3596","6038.3",""
"5321109000","150100","3596","6038.6",""
"5322183000","150100","3595","6039.0",""
"5323375000","150100","3595","6039.8",""
"5324508000","150100","3595","6040.6",""
"5325643000","150100","3595","6041.4",""
"5326776000","150100","3595","6041.8",""
"5327850000","150100","3594","6042.2",""
"5329046000","150100","3594","6043.0",""
"5330179000","150100","3595","6043.8",""
"5331313000","150100","3594","6044.1",""
"5332447000","150100","3594","6044.9",""
"5333505000","150100","3593","6045.3",""
"5334705000","150100","3594","6046.1",""
"5335839000","150100","3594","6046.9",""
"5336973000","150100","3593","6047.3",""
"5338107000","150100","3594","6048.1",""
"5339188000","150100","3593","6048.4",""
"5340379000","150100","3594","6049.2",""
"5341512000","150100","3593","6049.6",""
"5342646000","150100","3593","6050.4",""
"5343780000","150100","3593","6051.2",""
"5344854000","150100","3594","6051.6",""
"5346046000","150100","3594","6052.4",""
"5347180000","150100","3593","6052.8",""
"5348313000","150100","3594","6053.6",""
"5349453000","150100","3593","6054.4",""
"5350527000","150100","3593","6054.7",""
"5351719000","150100","3593","6055.1",""
"5352853000","150100","3593","6055.9",""
"5353987000","150100","3594","6056.7",""
"5355126000","150100","3593","6057.1",""
"5356200000","150200","3594","6057.4",""
"5357393000","150200","3593","6058.2",""
"5358526000","150200","3594","6059.0",""
"5359666000","150200","3594","6059.8",""
"5360799000","150200","3594","6060.2",""
"5361874000","150200","3594","6060.6",""
"5363065000","150200","3593","6061.4",""
"5364198000","150200","3594","6062.2",""
"5365333000","150200","3594","6062.6",""
"5366467000","150200","3594","6063.4",""
"5367541000","150200","3593","6063.7",""
"5368738000","150200","3593","6064.5",""
"5369872000","150200","3593","6065.3",""
"5371005000","150200","3592","6065.7",""
"5372139000","150200","3592","6066.5",""
"5373214000","150200","3592","6066.9",""
"5374405000","150200","3593","6067.7",""
"5375539000","150200","3593","6068.0",""
"5376673000","150200","3593","6068.8",""
"5377807000","150200","3593","6069.6",""
"5378880000","150200","3594","6070.0",""
"5380080000","150200","3594","6070.8",""
"5381214000","150200","3594","6071.2",""
"5382348000","150200","3593","6072.0",""
"5383482000","150200","3594","6072.8",""
"5384557000","150200","3594","6073.2",""
"5385748000","150200","3594","6073.5",""
"5386881000","150200","3593","6074.3",""
"5388015000","150200","3594","6075.1",""
"5389155000","150200","3594","6075.9",""
"5390229000","150200","3595","6076.3",""
"5391421000","150200","3594","6076.7",""
"5392555000","150200","3594","6077.5",""
"5393690000","150200","3594","6078.3",""
"5394824000","150200","3594","6078.6",""
"5395898000","150200","3594","6079.0",""
"5397093000","150200","3593","6079.8",""
"5398227000","150200","3593","6080.6",""
"5399366000","150200","3594","6081.4",""
"5400501000","150200","3594","6081.8",""
"5401576000","150200","3594","6082.2",""
"5402767000","150200","3593","6083.0",""
"5403901000","150200","3594","6083.8",""
"5405036000","150200","3594","6084.1",""
"5406170000","150200","3594","6085.4",""
"5407671000","150200","3594","6086.2",""
"5408869000","150200","3594","6086.9",""
"5410003000","150200","3594","6087.3",""
"5411137000","150200","3594","6088.1",""
"5412271000","150200","3594","6088.9",""
"5413346000","150200","3595","6089.3",""
"5414538000","150200","3595","6090.1",""
"5415671000","150200","3594","6090.5",""
"5416805000","150200","3594","6091.3",""
"5417939000","150200","3594","6092.1",""
"5419020000","150200","3594","6092.4",""
"5420211000","150200","3594","6092.8",""
"5421345000","150200","3594","6093.6",""
"5422477000","150200","3594","6094.4",""
"5423612000","150200","3594","6094.8",""
"5424685000","150200","3595","6095.6",""
"5425877000","150200","3594","6095.9",""
"5427011000","150200","3594","6096.8",""
"5428145000","150200","3595","6097.6",""
"5429284000","150200","3594","6097.9",""
"5430351000","150200","3594","6098.3",""
"5431550000","150200","3594","6099.1",""
"5432684000","150200","3594","6099.9",""
"5433818000","150200","3594","6100.3",""
"5434953000","150200","3595","6101.1",""
"5436028000","150200","3594","6101.4",""
"5437220000","150200","3594","6102.2",""
"5438358000","150200","3594","6103.0",""
"5439498000","150200","3594","6103.4",""
"5440630000","150200","3594","6104.2",""
"5441706000","150200","3594","6104.6",""
"5442897000","150200","3594","6105.4",""
"5444031000","150200","3594","6105.7",""
"5445165000","150200","3594","6106.5",""
"5446299000","150200","3593","6107.4",""
"5447375000","150200","3594","6107.7",""
"5448566000","150200","3594","6108.5",""
"5449706000","150200","3594","6108.9",""
"5450839000","150200","3594","6109.7",""
"5451973000","150200","3594","6110.5",""
"5453047000","153200","3595","6110.9",""
"5454239000","153200","3594","6111.2",""
"5455373000","153200","3594","6112.0",""
"5456506000","153200","3594","6112.8",""
"5457641000","153200","3594","6113.6",""
"5458715000","153200","3594","6114.0",""
"5459912000","153200","3594","6114.4",""
"5461046000","153200","3594","6115.2",""
"5462180000","153200","3594","6116.0",""
"5463313000","153200","3593","6116.3",""
"5464387000","153200","3593","6116.7",""
"5465578000","153200","3593","6117.5",""
"5466713000","153200","3593","6118.3",""
"5467847000","153200","3594","6119.1",""
"5468986000","153200","3594","6119.5",""
"5470061000","153200","3593","6119.9",""
"5471253000","153200","3593","6120.7",""
"5472385000","153200","3594","6121.5",""
"5473519000","153200","3593","6121.8",""
"5474653000","153200","3593","6122.6",""
"5475727000","153200","3593","6123.0",""
"5476920000","153200","3594","6123.8",""
"5478053000","153200","3594","6124.6",""
"5479193000","153200","3593","6125.0",""
"5480332000","153200","3594","6125.8",""
"5481407000","153200","3593","6126.2",""
"5482598000","153200","3594","6127.0",""
"5483733000","153200","3594","6127.3",""
"5484866000","153200","3594","6128.1",""
"5485999000","153200","3594","6128.9",""
"5487073000","153200","3594","6129.3",""
"5488265000","153200","3594","6130.1",""
"5489404000","153200","3594","6130.5",""
"5490538000","153200","3594","6131.3",""
"5491672000","153200","3594","6132.1",""
"5492747000","153200","3595","6132.4",""
"5493937000","153200","3594","6132.8",""
"5495071000","153200","3594","6133.6",""
"5496205000","153200","3595","6134.4",""
"5497339000","153200","3595","6135.2",""
"5498414000","153200","3596","6135.6",""
"5499611000","153200","3595","6135.9",""
"5500744000","153200","3596","6136.8",""
"5501878000","153200","3596","6137.6",""
"5503012000","153200","3595","6137.9",""
"5504078000","153200","3595","6138.3",""
"5505279000","153200","3595","6139.1",""
"5506412000","153200","3596","6139.9",""
"5507546000","153200","3596","6140.3",""
"5508680000","153200","3596","6141.1",""
"5509761000","153200","3596","6141.4",""
"5510952000","153200","3595","6142.2",""
"5512086000","153200","3596","6143.0",""
"5513220000","153200","3595","6143.4",""
"5514354000","153200","3595","6144.2",""
"5515429000","153200","3595","6144.6",""
"5516621000","153200","3596","6145.4",""
"5517754000","153200","3596","6146.2",""
"5518893000","153200","3596","6146.6",""
"5520028000","153200","3597","6147.4",""
"5521103000","153200","3597","6147.7",""
"5522299000","153200","3597","6148.5",""
"5523431000","153200","3597","6148.9",""
"5524566000","153200","3596","6149.7",""
"5525699000","153200","3597","6150.5",""
"5526774000","153200","3597","6150.9",""
"5527965000","153200","3598","6151.7",""
"5529105000","153200","3597","6152.0",""
"5530237000","153200","3597","6152.8",""
"5531372000","153200","3597","6153.6",""
"5532447000","153200","3598","6154.0",""
"5533637000","153200","3597","6154.4",""
"5534770000","153200","3597","6155.2",""
"5535904000","153200","3597","6156.0",""
"5537038000","153200","3597","6156.4",""
"5538113000","153200","3596","6156.7",""
"5539309000","153200","3596","6157.5",""
"5540444000","153200","3596","6158.3",""
"5541577000","153200","3597","6159.1",""
"5542710000","153200","3596","6159.5",""
"5543785000","153200","3596","6159.9",""
"5544976000","153200","3595","6160.7",""
"5546110000","153200","3596","6161.5",""
"5547244000","153200","3595","6161.8",""
"5548378000","153200","3596","6162.6",""
"5549458000","153200","3595","6163.0",""
"5550650000","153200","3595","6163.8",""
"5551783000","151200","3595","6164.6",""
"5552917000","151200","3595","6165.0",""
"5554051000","151200","3594","6165.8",""
"5555126000","151200","3594","6166.2",""
"5556317000","151200","3595","6167.0",""
"5557452000","151200","3594","6167.3",""
"5558586000","151200","3594","6168.1",""
"5559725000","151200","3594","6168.9",""
"5560799000","151200","3595","6169.3",""
"5561992000","151200","3595","6170.1",""
"5563126000","151200","3594","6170.5",""
"5564264000","151200","3594","6171.3",""
"5565398000","151200","3594","6172.1",""
"5566473000","151200","3595","6172.4",""
"5567665000","151200","3595","6173.2",""
"5568805000","151200","3594","6173.6",""
"5569938000","151200","3595","6174.4",""
"5571073000","151200","3595","6175.2",""
"5572147000","151200","3595","6175.6",""
"5573339000","151200","3594","6176.0",""
"5574472000","151200","3594","6176.8",""
"5575606000","151200","3595","6177.6",""
"5576739000","151200","3594","6177.9",""
"5577813000","151200","3594","6178.3",""
"5579010000","151200","3593","6179.1",""
"5580144000","151200","3594","6179.9",""
"5581278000","151200","3594","6180.7",""
"5582411000","151200","3594","6181.1",""
"5583485000","151200","3594","6181.4",""
"5584678000","151200","3593","6182.2",""
"5585811000","151200","3594","6183.0",""
"5586945000","151200","3593","6183.4",""
"5588077000","151200","3593","6184.2",""
"5589158000","151200","3592","6184.6",""
"5590349000","151200","3593","6185.4",""
"5591482000","151200","3593","6186.2",""
"5592616000","151200","3593","6186.6",""
"5593750000","151200","3593","6187.4",""
"5594825000","151200","3593","6187.7",""
"5596017000","151200","3594","6188.5",""
"5597151000","151200","3594","6188.9",""
"5598284000","151200","3593","6189.7",""
"5599423000","151200","3593","6190.5",""
"5600499000","151200","3594","6190.9",""
"5601690000","151200","3594","6191.7",""
"5602824000","151200","3593","6192.0",""
"5603957000","151200","3594","6192.8",""
"5605091000","151200","3594","6193.6",""
"5606170000","151200","3594","6194.0",""
"5607361000","151200","3593","6194.4",""
"5608493000","151200","3593","6195.2",""
"5609633000","151200","3594","6196.0",""
"5610765000","151200","3594","6196.8",""
"5611841000","151200","3594","6197.2",""
"5613032000","151200","3593","6197.5",""
"5614166000","151200","3594","6198.3",""
"5615299000","151200","3594","6199.1",""
"5616433000","151200","3593","6199.5",""
"5617507000","151200","3593","6199.9",""
"5618699000","151200","3593","6200.7",""
"5619838000","151200","3593","6201.5",""
"5620972000","151200","3594","6202.3",""
"5622106000","151200","3594","6202.6",""
"5623181000","151200","3593","6203.0",""
"5624372000","151200","3593","6203.8",""
"5625505000","151200","3594","6204.6",""
"5626637000","151200","3593","6205.0",""
"5627771000","151200","3593","6205.8",""
"5628851000","151200","3593","6206.2",""
"5630043000","151200","3594","6207.0",""
"5631177000","151200","3593","6207.3",""
"5632311000","151200","3593","6208.1",""
"5633445000","151200","3594","6208.9",""
"5634520000","151200","3594","6209.3",""
"5635712000","151200","3594","6210.1",""
"5636844000","151200","3594","6210.5",""
"5637978000","151200","3594","6211.3",""
"5639119000","151200","3594","6212.1",""
"5640193000","151200","3594","6212.4",""
"5641385000","151200","3594","6212.8",""
"5642518000","151200","3594","6213.6",""
"5643653000","151200","3595","6214.4",""
"5644787000","151200","3595","6215.2",""
"5645862000","151200","3596","6215.6",""
"5647053000","151200","3594","6216.0",""
"5648191000","151200","3595","6216.8",""
"5649330000","151200","3595","6217.6",""
"5650464000","150100","3595","6217.9",""
"5651538000","150100","3594","6218.3",""
"5652730000","150100","3594","6219.1",""
"5653863000","150100","3594","6219.9",""
"5654997000","150100","3595","6220.7",""
"5656129000","150100","3595","6221.1",""
"5657204000","150100","3594","6221.4",""
"5658396000","150100","3594","6222.2",""
"5659535000","150100","3595","6223.0",""
"5660669000","150100","3594","6223.4",""
"5661804000","150100","3594","6224.2",""
"5662879000","150100","3594","6224.6",""
"5664070000","150100","3595","6225.4",""
"5665203000","150100","3595","6226.2",""
"5666337000","150100","3594","6226.6",""
"5667470000","150100","3595","6227.4",""
"5668545000","150100","3594","6227.7",""
"5669742000","150100","3595","6228.5",""
"5670876000","150100","3594","6228.9",""
"5672010000","150100","3595","6229.7",""
"5673144000","150100","3595","6230.5",""
"5674219000","150100","3596","6230.9",""
"5675412000","150100","3595","6231.7",""
"5676545000","150100","3595","6232.0",""
"5677678000","150100","3595","6232.8",""
"5678818000","150100","3595","6233.6",""
"5679893000","150100","3595","6234.0",""
"5681085000","150100","3595","6234.8",""
"5682218000","150100","3594","6235.2",""
"5683351000","150100","3595","6236.0",""
"5684485000","150100","3595","6236.8",""
"5685560000","150100","3595","6237.2",""
"5686751000","150100","3594","6237.5",""
"5687885000","150100","3594","6238.3",""
"5689025000","150100","3595","6239.1",""
"5690162000","150100","3594","6239.5",""
"5691237000","150100","3594","6239.9",""
"5692428000","150100","3593","6240.7",""
"5693562000","150100","3594","6241.5",""
"5694696000","150100","3594","6242.3",""
"5695829000","150100","3594","6242.6",""
"5696903000","150100","3594","6243.0",""
"5698095000","150100","3593","6243.8",""
"5699234000","150100","3593","6244.6",""
"5700367000","150100","3593","6245.0",""
"5701501000","150100","3592","6245.8",""
"5702575000","150100","3592","6246.2",""
"5703766000","150100","3593","6247.0",""
"5704900000","150100","3593","6247.8",""
"5706033000","150100","3592","6248.1",""
"5707167000","150100","3593","6248.9",""
"5708242000","150100","3593","6249.3",""
"5709439000","150100","3593","6250.1",""
"5710573000","150100","3593","6250.5",""
"5711707000","150100","3593","6251.3",""
"5712840000","150100","3593","6252.1",""
"5713908000","150100","3593","6252.5",""
"5715108000","150100","3593","6253.3",""
"5716242000","150100","3592","6253.6",""
"5717375000","150100","3593","6254.4",""
"5718508000","150100","3593","6255.2",""
"5719590000","150100","3594","6255.6",""
"5720781000","150100","3593","6256.0",""
